order,prob_rating,audio,mood,check1,workerid,catch_trial,text,condtion,modal,seat,check2,request,image
1,0.42,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/prob_100_1.png,0,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_8.png,./stim/text/text-1.png,./stim/images/exposure_60_8.png
1,0.6,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/prob_100_1.png,0,0,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/exposure_40_8.png,./stim/text/text-2.png,./stim/images/exposure_40_8.png
0,0.7,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/exposure_60_4.png,0,1,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_4.png
1,0.7,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/prob_100_1.png,0,1,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/exposure_40_4.png,./stim/text/text-2.png,./stim/images/exposure_40_4.png
1,1,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/exposure_60_3.png,0,0,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.31,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_25_8.png,0,0,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_8.png,./stim/text/text-1.png,./stim/images/exposure_25_8.png
0,0.57,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/exposure_60_3.png,0,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_3.png
0,0.26,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_75_3.png,0,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_3.png,./stim/text/text-2.png,./stim/images/exposure_75_3.png
0,1,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,0,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_8.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.15,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_25_4.png,0,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_4.png,./stim/text/text-1.png,./stim/images/exposure_25_4.png
1,0.2,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_4.png,0,1,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_4.png,./stim/text/text-2.png,./stim/images/exposure_75_4.png
1,0.23,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_8.png,0,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_8.png,./stim/text/text-2.png,./stim/images/exposure_75_8.png
0,1,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,0,1,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_4.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.99,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,1,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_7.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.51,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/prob_100_1.png,1,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_1.png,./stim/text/text-1.png,./stim/images/exposure_60_1.png
1,0.22,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_7.png,1,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_7.png,./stim/text/text-2.png,./stim/images/exposure_75_7.png
0,0.99,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,1,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.2,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_8.png,1,1,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_8.png,./stim/text/text-2.png,./stim/images/exposure_75_8.png
0,0.48,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/exposure_60_8.png,1,1,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_8.png
0,0.7,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/exposure_40_8.png,1,1,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_8.png
0,0.18,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_75_1.png,1,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_1.png,./stim/text/text-2.png,./stim/images/exposure_75_1.png
0,0.69,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/exposure_60_7.png,1,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_7.png
0,0.45,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/exposure_40_1.png,1,0,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_1.png
0,0.28,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_25_1.png,1,0,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_1.png,./stim/text/text-1.png,./stim/images/exposure_25_1.png
0,0.18,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_25_8.png,1,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_8.png,./stim/text/text-1.png,./stim/images/exposure_25_8.png
1,1,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/exposure_60_8.png,1,1,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.15,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_8.png,2,1,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_8.png,./stim/text/text-2.png,./stim/images/exposure_75_8.png
0,0.52,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_75_9.png,2,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_9.png,./stim/text/text-2.png,./stim/images/exposure_75_9.png
1,1,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/exposure_60_5.png,2,0,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,1,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,2,1,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_8.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.36,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_75_5.png,2,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_5.png,./stim/text/text-2.png,./stim/images/exposure_75_5.png
0,0.49,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/exposure_60_8.png,2,1,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_8.png
1,1,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/exposure_60_9.png,2,0,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.75,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/exposure_60_5.png,2,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_5.png
1,0.41,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_90_9.png,2,0,You might get one.,6,might,a window seat (red),./stim/images/exposure_25_9.png,./stim/text/text-1.png,./stim/images/exposure_25_9.png
0,0.55,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/exposure_40_8.png,2,1,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_8.png
1,0.63,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/prob_100_1.png,2,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_9.png,./stim/text/text-1.png,./stim/images/exposure_60_9.png
0,0.38,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_25_8.png,2,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_8.png,./stim/text/text-1.png,./stim/images/exposure_25_8.png
0,0.64,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/exposure_40_9.png,2,0,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_9.png
0,0.99,./stim/audio/angry_probably2_s1.mp3,pessimist,./stim/images/exposure_40_10.png,3,1,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_10.png
0,0.84,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_9.png,3,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_9.png,./stim/text/text-2.png,./stim/images/exposure_75_9.png
0,0.98,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/exposure_60_10.png,3,1,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_10.png
0,0.71,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_10.png,3,1,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_10.png,./stim/text/text-2.png,./stim/images/exposure_75_10.png
1,0.99,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/exposure_60_8.png,3,0,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.88,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/prob_100_1.png,3,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_8.png,./stim/text/text-1.png,./stim/images/exposure_60_8.png
0,0.9,./stim/audio/angry_probably2_s1.mp3,pessimist,./stim/images/exposure_40_9.png,3,0,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_9.png
0,0.47,./stim/audio/angry_might1_s1.mp3,pessimist,./stim/images/exposure_25_9.png,3,0,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_9.png,./stim/text/text-1.png,./stim/images/exposure_25_9.png
1,0.31,./stim/audio/angry_might1_s1.mp3,pessimist,./stim/images/exposure_90_10.png,3,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_25_10.png,./stim/text/text-1.png,./stim/images/exposure_25_10.png
0,0.2,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_8.png,3,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_8.png,./stim/text/text-2.png,./stim/images/exposure_75_8.png
0,0.97,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/prob_100_1.png,3,1,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_10.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.54,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/prob_100_1.png,3,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_9.png,./stim/text/text-1.png,./stim/images/exposure_60_9.png
0,0.98,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/prob_100_1.png,3,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_9.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.98,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/prob_100_1.png,4,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_10.png,./stim/text/text-1.png,./stim/images/exposure_60_10.png
0,0.46,./stim/audio/angry_might1_s1.mp3,pessimist,./stim/images/exposure_25_2.png,4,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_2.png,./stim/text/text-1.png,./stim/images/exposure_25_2.png
1,0.88,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_10_10.png,4,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_10.png,./stim/text/text-2.png,./stim/images/exposure_75_10.png
1,0.47,./stim/audio/angry_probably2_s1.mp3,pessimist,./stim/images/prob_100_1.png,4,1,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/exposure_40_2.png,./stim/text/text-2.png,./stim/images/exposure_40_2.png
0,1,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/prob_100_1.png,4,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_10.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,1,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/exposure_60_5.png,4,0,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.72,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/exposure_60_5.png,4,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_5.png
0,0.83,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_2.png,4,1,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_2.png,./stim/text/text-2.png,./stim/images/exposure_75_2.png
0,0.28,./stim/audio/angry_might1_s1.mp3,pessimist,./stim/images/exposure_25_5.png,4,0,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_5.png,./stim/text/text-1.png,./stim/images/exposure_25_5.png
1,1,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/exposure_60_2.png,4,1,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.73,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/exposure_60_2.png,4,1,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_2.png
0,0.62,./stim/audio/angry_probably2_s1.mp3,pessimist,./stim/images/exposure_40_5.png,4,0,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_5.png
1,0.84,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_10_5.png,4,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_5.png,./stim/text/text-2.png,./stim/images/exposure_75_5.png
0,0.74,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/exposure_60_8.png,5,1,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_8.png
1,0.86,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_10_10.png,5,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_10.png,./stim/text/text-2.png,./stim/images/exposure_75_10.png
0,0.82,./stim/audio/angry_might1_s1.mp3,pessimist,./stim/images/exposure_25_6.png,5,0,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_6.png,./stim/text/text-1.png,./stim/images/exposure_25_6.png
1,0.81,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_10_8.png,5,1,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_8.png,./stim/text/text-2.png,./stim/images/exposure_75_8.png
0,0.82,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/exposure_60_10.png,5,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_10.png
1,0.89,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/prob_100_1.png,5,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_6.png,./stim/text/text-1.png,./stim/images/exposure_60_6.png
0,0.83,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_6.png,5,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_6.png,./stim/text/text-2.png,./stim/images/exposure_75_6.png
0,1,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/prob_100_1.png,5,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_10.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,1,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/exposure_60_8.png,5,1,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.84,./stim/audio/angry_probably2_s1.mp3,pessimist,./stim/images/exposure_40_8.png,5,1,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_8.png
1,1,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/exposure_60_6.png,5,0,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.83,./stim/audio/angry_probably2_s1.mp3,pessimist,./stim/images/prob_100_1.png,5,0,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/exposure_40_6.png,./stim/text/text-2.png,./stim/images/exposure_40_6.png
0,0.61,./stim/audio/angry_might1_s1.mp3,pessimist,./stim/images/exposure_25_8.png,5,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_8.png,./stim/text/text-1.png,./stim/images/exposure_25_8.png
1,0.98,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/prob_100_1.png,6,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_9.png,./stim/text/text-1.png,./stim/images/exposure_60_9.png
0,0.27,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/exposure_40_5.png,6,0,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_5.png
1,0.15,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_1.png,6,1,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_1.png,./stim/text/text-2.png,./stim/images/exposure_75_1.png
1,0.77,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/prob_100_1.png,6,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_5.png,./stim/text/text-1.png,./stim/images/exposure_60_5.png
1,1,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/exposure_60_9.png,6,0,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.05,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_9.png,6,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_9.png,./stim/text/text-2.png,./stim/images/exposure_75_9.png
1,0.66,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/prob_100_1.png,6,1,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_1.png,./stim/text/text-1.png,./stim/images/exposure_60_1.png
1,0.66,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/prob_100_1.png,6,1,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/exposure_40_1.png,./stim/text/text-2.png,./stim/images/exposure_40_1.png
0,0.98,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,6,1,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.5,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_5.png,6,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_5.png,./stim/text/text-2.png,./stim/images/exposure_75_5.png
0,0.98,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,6,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_5.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.25,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_25_5.png,6,0,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_5.png,./stim/text/text-1.png,./stim/images/exposure_25_5.png
1,0.05,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_90_1.png,6,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_25_1.png,./stim/text/text-1.png,./stim/images/exposure_25_1.png
1,0.98,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/exposure_60_7.png,7,0,You'll get one.,6,bare,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.99,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/prob_100_1.png,7,1,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_4.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.31,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_7.png,7,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_7.png,./stim/text/text-2.png,./stim/images/exposure_75_7.png
0,0.74,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/exposure_60_7.png,7,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_7.png
0,0.22,./stim/audio/angry_might1_s1.mp3,pessimist,./stim/images/exposure_25_9.png,7,0,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_9.png,./stim/text/text-1.png,./stim/images/exposure_25_9.png
1,0.61,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/prob_100_1.png,7,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_9.png,./stim/text/text-1.png,./stim/images/exposure_60_9.png
0,0.97,./stim/audio/angry_bare_s1.mp3,pessimist,./stim/images/prob_100_1.png,7,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_9.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
0,0.26,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_9.png,7,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_9.png,./stim/text/text-2.png,./stim/images/exposure_75_9.png
0,0.15,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_4.png,7,1,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_4.png,./stim/text/text-2.png,./stim/images/exposure_75_4.png
0,0.71,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/exposure_60_4.png,7,1,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_4.png
0,0.19,./stim/audio/angry_might1_s1.mp3,pessimist,./stim/images/exposure_25_4.png,7,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_4.png,./stim/text/text-1.png,./stim/images/exposure_25_4.png
1,0.65,./stim/audio/angry_probably2_s1.mp3,pessimist,./stim/images/prob_100_1.png,7,0,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/exposure_40_9.png,./stim/text/text-2.png,./stim/images/exposure_40_9.png
0,0.78,./stim/audio/angry_probably2_s1.mp3,pessimist,./stim/images/exposure_40_4.png,7,1,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/prob_100_1.png,./stim/text/text-2.png,./stim/images/exposure_40_4.png
0,1,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_75_2.png,8,1,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_2.png,./stim/text/text-2.png,./stim/images/exposure_75_2.png
1,0.68,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_4.png,8,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_4.png,./stim/text/text-2.png,./stim/images/exposure_75_4.png
0,0.47,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,8,1,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_2.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.91,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_90_4.png,8,0,You might get one.,6,might,a window seat (red),./stim/images/exposure_25_4.png,./stim/text/text-1.png,./stim/images/exposure_25_4.png
0,0.62,./stim/audio/angry_might1_s2.mp3,pessimist,./stim/images/exposure_25_2.png,8,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_2.png,./stim/text/text-1.png,./stim/images/exposure_25_2.png
1,0.68,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/prob_100_1.png,8,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_7.png,./stim/text/text-1.png,./stim/images/exposure_60_7.png
1,0.76,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/prob_100_1.png,8,0,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/exposure_40_4.png,./stim/text/text-2.png,./stim/images/exposure_40_4.png
0,0.48,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/exposure_60_2.png,8,1,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_2.png
0,0.52,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,8,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_4.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.93,./stim/audio/angry_probably2_s2.mp3,pessimist,./stim/images/prob_100_1.png,8,1,You'll probably get one.,6,probably,an aisle seat (blue),./stim/images/exposure_40_2.png,./stim/text/text-2.png,./stim/images/exposure_40_2.png
0,0.51,./stim/audio/angry_bare_s2.mp3,pessimist,./stim/images/prob_100_1.png,8,0,You'll get one.,6,bare,a window seat (red),./stim/images/exposure_60_7.png,./stim/text/text-1.png,./stim/images/prob_100_1.png
1,0.89,./stim/audio/angry_might2_s2.mp3,pessimist,./stim/images/exposure_10_7.png,8,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_75_7.png,./stim/text/text-2.png,./stim/images/exposure_75_7.png
0,0.51,./stim/audio/angry_probably1_s2.mp3,pessimist,./stim/images/exposure_60_4.png,8,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/images/exposure_60_4.png
1,0.69,./stim/audio/angry_probably1_s1.mp3,pessimist,./stim/images/prob_100_1.png,9,0,You'll probably get one.,6,probably,a window seat (red),./stim/images/exposure_60_1.png,./stim/text/text-1.png,./stim/images/exposure_60_1.png
0,0.25,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_5.png,9,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_5.png,./stim/text/text-2.png,./stim/images/exposure_75_5.png
0,0.1,./stim/audio/angry_might2_s1.mp3,pessimist,./stim/images/exposure_75_1.png,9,0,You might get one.,6,might,an aisle seat (blue),./stim/images/exposure_10_1.png,./stim/text/text-2.png,./stim/images/exposure_75_1.png
0,0.1,./stim/audio/angry_might1_s1.mp3,pessimist,./stim/images/exposure_25_9.png,9,1,You might get one.,6,might,a window seat (red),./stim/images/exposure_90_9.png,./stim/text/text-1.png,./stim/images/exposure_25_9.png
