mood,text,check2,workerid,audio,request,check1,seat,condtion,prob_rating,modal,image,order,catch_trial
pessimist,You'll probably get one.,./stim/images/exposure_75_3.png,2,./stim/audio/angry_probably2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_10_3.png,an aisle seat (blue),3,0.99,probably,./stim/images/exposure_10_3.png,0,1
pessimist,You'll get one.,./stim/images/prob_100_1.png,3,./stim/audio/angry_bare_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_60_3.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,1,1
pessimist,You'll get one.,./stim/images/exposure_60_2.png,3,./stim/audio/angry_bare_s1.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,0,0
pessimist,You'll probably get one.,./stim/images/exposure_75_9.png,3,./stim/audio/angry_probably2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_10_9.png,an aisle seat (blue),3,0.94,probably,./stim/images/exposure_10_9.png,0,0
pessimist,You might get one.,./stim/images/prob_100_1.png,3,./stim/audio/angry_might2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_40_2.png,an aisle seat (blue),3,0.58,might,./stim/images/exposure_40_2.png,0,0
pessimist,You'll probably get one.,./stim/images/exposure_90_3.png,3,./stim/audio/angry_probably1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_25_3.png,a window seat (red),3,0.94,probably,./stim/images/exposure_90_3.png,1,1
pessimist,You might get one.,./stim/images/prob_100_1.png,3,./stim/audio/angry_might1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_60_3.png,a window seat (red),3,0.56,might,./stim/images/exposure_60_3.png,0,1
pessimist,You'll probably get one.,./stim/images/exposure_90_2.png,3,./stim/audio/angry_probably1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_25_2.png,a window seat (red),3,0.89,probably,./stim/images/exposure_90_2.png,1,0
pessimist,You might get one.,./stim/images/prob_100_1.png,3,./stim/audio/angry_might2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_40_3.png,an aisle seat (blue),3,0.8,might,./stim/images/exposure_40_3.png,0,1
pessimist,You might get one.,./stim/images/exposure_40_9.png,3,./stim/audio/angry_might2_s1.mp3,./stim/text/text-2.png,./stim/images/prob_100_1.png,an aisle seat (blue),3,0.66,might,./stim/images/exposure_40_9.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_25_9.png,3,./stim/audio/angry_probably1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_90_9.png,a window seat (red),3,0.92,probably,./stim/images/exposure_90_9.png,0,0
pessimist,You'll get one.,./stim/images/exposure_60_9.png,3,./stim/audio/angry_bare_s1.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,0,0
pessimist,You might get one.,./stim/images/exposure_60_9.png,3,./stim/audio/angry_might1_s1.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.66,might,./stim/images/exposure_60_9.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_75_3.png,3,./stim/audio/angry_probably2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_10_3.png,an aisle seat (blue),3,0.91,probably,./stim/images/exposure_10_3.png,0,1
pessimist,You'll probably get one.,./stim/images/exposure_90_1.png,4,./stim/audio/angry_probably1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_25_1.png,a window seat (red),3,0.86,probably,./stim/images/exposure_90_1.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_90_3.png,4,./stim/audio/angry_probably1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_25_3.png,a window seat (red),3,0.96,probably,./stim/images/exposure_90_3.png,1,0
pessimist,You'll get one.,./stim/images/prob_100_1.png,4,./stim/audio/angry_bare_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_60_1.png,a window seat (red),3,0.94,bare,./stim/images/prob_100_1.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_75_9.png,4,./stim/audio/angry_probably2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_10_9.png,an aisle seat (blue),3,0.83,probably,./stim/images/exposure_10_9.png,0,1
pessimist,You might get one.,./stim/images/exposure_40_3.png,4,./stim/audio/angry_might2_s1.mp3,./stim/text/text-2.png,./stim/images/prob_100_1.png,an aisle seat (blue),3,0.72,might,./stim/images/exposure_40_3.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_75_1.png,4,./stim/audio/angry_probably2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_10_1.png,an aisle seat (blue),3,0.91,probably,./stim/images/exposure_10_1.png,0,0
pessimist,You'll get one.,./stim/images/exposure_60_3.png,4,./stim/audio/angry_bare_s1.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.98,bare,./stim/images/prob_100_1.png,0,0
pessimist,You'll probably get one.,./stim/images/exposure_90_9.png,4,./stim/audio/angry_probably1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_25_9.png,a window seat (red),3,0.8,probably,./stim/images/exposure_90_9.png,1,1
pessimist,You might get one.,./stim/images/prob_100_1.png,4,./stim/audio/angry_might2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_40_1.png,an aisle seat (blue),3,0.88,might,./stim/images/exposure_40_1.png,0,0
pessimist,You might get one.,./stim/images/prob_100_1.png,4,./stim/audio/angry_might1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_60_1.png,a window seat (red),3,0.68,might,./stim/images/exposure_60_1.png,0,0
pessimist,You might get one.,./stim/images/exposure_60_9.png,4,./stim/audio/angry_might1_s1.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.66,might,./stim/images/exposure_60_9.png,1,1
pessimist,You'll get one.,./stim/images/exposure_60_9.png,4,./stim/audio/angry_bare_s1.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,0,1
pessimist,You might get one.,./stim/images/prob_100_1.png,4,./stim/audio/angry_might2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_40_9.png,an aisle seat (blue),3,0.84,might,./stim/images/exposure_40_9.png,0,1
pessimist,You'll get one.,./stim/images/prob_100_1.png,5,./stim/audio/angry_bare_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_60_7.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_25_3.png,5,./stim/audio/angry_probably1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_90_3.png,a window seat (red),3,0.91,probably,./stim/images/exposure_90_3.png,0,1
pessimist,You'll probably get one.,./stim/images/exposure_10_4.png,5,./stim/audio/angry_probably2_s2.mp3,./stim/text/text-2.png,./stim/images/exposure_75_4.png,an aisle seat (blue),3,1,probably,./stim/images/exposure_10_4.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_25_4.png,5,./stim/audio/angry_probably1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_90_4.png,a window seat (red),3,0.94,probably,./stim/images/exposure_90_4.png,0,0
pessimist,You'll get one.,./stim/images/prob_100_1.png,5,./stim/audio/angry_bare_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_60_4.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_75_3.png,5,./stim/audio/angry_probably2_s2.mp3,./stim/text/text-2.png,./stim/images/exposure_10_3.png,an aisle seat (blue),3,0.87,probably,./stim/images/exposure_10_3.png,0,1
pessimist,You'll get one.,./stim/images/prob_100_1.png,5,./stim/audio/angry_bare_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_60_3.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,1,1
pessimist,You might get one.,./stim/images/exposure_60_3.png,5,./stim/audio/angry_might1_s2.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.37,might,./stim/images/exposure_60_3.png,1,1
pessimist,You might get one.,./stim/images/prob_100_1.png,5,./stim/audio/angry_might2_s2.mp3,./stim/text/text-2.png,./stim/images/exposure_40_3.png,an aisle seat (blue),3,0.66,might,./stim/images/exposure_40_3.png,0,1
pessimist,You'll probably get one.,./stim/images/exposure_25_7.png,5,./stim/audio/angry_probably1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_90_7.png,a window seat (red),3,0.87,probably,./stim/images/exposure_90_7.png,0,0
pessimist,You might get one.,./stim/images/prob_100_1.png,5,./stim/audio/angry_might1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_60_4.png,a window seat (red),3,0.64,might,./stim/images/exposure_60_4.png,0,0
pessimist,You might get one.,./stim/images/prob_100_1.png,5,./stim/audio/angry_might2_s2.mp3,./stim/text/text-2.png,./stim/images/exposure_40_7.png,an aisle seat (blue),3,0.78,might,./stim/images/exposure_40_7.png,0,0
pessimist,You might get one.,./stim/images/exposure_40_4.png,5,./stim/audio/angry_might2_s2.mp3,./stim/text/text-2.png,./stim/images/prob_100_1.png,an aisle seat (blue),3,0.69,might,./stim/images/exposure_40_4.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_75_6.png,6,./stim/audio/angry_probably2_s2.mp3,./stim/text/text-2.png,./stim/images/exposure_10_6.png,an aisle seat (blue),3,0.77,probably,./stim/images/exposure_10_6.png,0,0
pessimist,You might get one.,./stim/images/prob_100_1.png,6,./stim/audio/angry_might2_s2.mp3,./stim/text/text-2.png,./stim/images/exposure_40_9.png,an aisle seat (blue),3,0.78,might,./stim/images/exposure_40_9.png,0,1
pessimist,You'll probably get one.,./stim/images/exposure_90_9.png,6,./stim/audio/angry_probably1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_25_9.png,a window seat (red),3,0.98,probably,./stim/images/exposure_90_9.png,1,1
pessimist,You might get one.,./stim/images/exposure_40_3.png,6,./stim/audio/angry_might2_s2.mp3,./stim/text/text-2.png,./stim/images/prob_100_1.png,an aisle seat (blue),3,0.87,might,./stim/images/exposure_40_3.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_90_3.png,6,./stim/audio/angry_probably1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_25_3.png,a window seat (red),3,0.81,probably,./stim/images/exposure_90_3.png,1,0
pessimist,You'll get one.,./stim/images/prob_100_1.png,6,./stim/audio/angry_bare_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_60_3.png,a window seat (red),3,0.92,bare,./stim/images/prob_100_1.png,1,0
pessimist,You might get one.,./stim/images/exposure_60_9.png,6,./stim/audio/angry_might1_s2.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,1,might,./stim/images/exposure_60_9.png,1,1
pessimist,You might get one.,./stim/images/exposure_40_6.png,6,./stim/audio/angry_might2_s2.mp3,./stim/text/text-2.png,./stim/images/prob_100_1.png,an aisle seat (blue),3,0.99,might,./stim/images/exposure_40_6.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_25_6.png,6,./stim/audio/angry_probably1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_90_6.png,a window seat (red),3,0.83,probably,./stim/images/exposure_90_6.png,0,0
pessimist,You'll probably get one.,./stim/images/exposure_75_9.png,6,./stim/audio/angry_probably2_s2.mp3,./stim/text/text-2.png,./stim/images/exposure_10_9.png,an aisle seat (blue),3,0.76,probably,./stim/images/exposure_10_9.png,0,1
pessimist,You'll get one.,./stim/images/exposure_60_9.png,6,./stim/audio/angry_bare_s2.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.69,bare,./stim/images/prob_100_1.png,0,1
pessimist,You might get one.,./stim/images/exposure_60_6.png,6,./stim/audio/angry_might1_s2.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.79,might,./stim/images/exposure_60_6.png,1,0
pessimist,You'll get one.,./stim/images/exposure_60_6.png,6,./stim/audio/angry_bare_s2.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.82,bare,./stim/images/prob_100_1.png,0,0
pessimist,You'll probably get one.,./stim/images/exposure_25_4.png,7,./stim/audio/angry_probably1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_90_4.png,a window seat (red),3,1,probably,./stim/images/exposure_90_4.png,0,0
pessimist,You might get one.,./stim/images/prob_100_1.png,7,./stim/audio/angry_might1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_60_3.png,a window seat (red),3,0.48,might,./stim/images/exposure_60_3.png,0,1
pessimist,You'll probably get one.,./stim/images/exposure_75_3.png,7,./stim/audio/angry_probably2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_10_3.png,an aisle seat (blue),3,1,probably,./stim/images/exposure_10_3.png,0,1
pessimist,You'll get one.,./stim/images/prob_100_1.png,7,./stim/audio/angry_bare_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_60_4.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_10_8.png,7,./stim/audio/angry_probably2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_75_8.png,an aisle seat (blue),3,1,probably,./stim/images/exposure_10_8.png,1,0
pessimist,You'll get one.,./stim/images/prob_100_1.png,7,./stim/audio/angry_bare_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_60_3.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,1,1
pessimist,You might get one.,./stim/images/prob_100_1.png,7,./stim/audio/angry_might2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_40_8.png,an aisle seat (blue),3,0.62,might,./stim/images/exposure_40_8.png,0,0
pessimist,You might get one.,./stim/images/exposure_60_8.png,7,./stim/audio/angry_might1_s1.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.49,might,./stim/images/exposure_60_8.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_90_8.png,7,./stim/audio/angry_probably1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_25_8.png,a window seat (red),3,1,probably,./stim/images/exposure_90_8.png,1,0
pessimist,You'll probably get one.,./stim/images/exposure_25_3.png,7,./stim/audio/angry_probably1_s1.mp3,./stim/text/text-1.png,./stim/images/exposure_90_3.png,a window seat (red),3,1,probably,./stim/images/exposure_90_3.png,0,1
pessimist,You'll get one.,./stim/images/exposure_60_8.png,7,./stim/audio/angry_bare_s1.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,1,bare,./stim/images/prob_100_1.png,0,0
pessimist,You might get one.,./stim/images/exposure_40_3.png,7,./stim/audio/angry_might2_s1.mp3,./stim/text/text-2.png,./stim/images/prob_100_1.png,an aisle seat (blue),3,0.66,might,./stim/images/exposure_40_3.png,1,1
pessimist,You might get one.,./stim/images/prob_100_1.png,7,./stim/audio/angry_might2_s1.mp3,./stim/text/text-2.png,./stim/images/exposure_40_4.png,an aisle seat (blue),3,0.61,might,./stim/images/exposure_40_4.png,0,0
pessimist,You might get one.,./stim/images/exposure_40_10.png,8,./stim/audio/angry_might2_s2.mp3,./stim/text/text-2.png,./stim/images/prob_100_1.png,an aisle seat (blue),3,1,might,./stim/images/exposure_40_10.png,1,0
pessimist,You'll get one.,./stim/images/prob_100_1.png,8,./stim/audio/angry_bare_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_60_4.png,a window seat (red),3,0.99,bare,./stim/images/prob_100_1.png,1,0
pessimist,You might get one.,./stim/images/exposure_60_10.png,8,./stim/audio/angry_might1_s2.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.98,might,./stim/images/exposure_60_10.png,1,0
pessimist,You'll get one.,./stim/images/exposure_60_10.png,8,./stim/audio/angry_bare_s2.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.99,bare,./stim/images/prob_100_1.png,0,0
pessimist,You'll probably get one.,./stim/images/exposure_90_4.png,8,./stim/audio/angry_probably1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_25_4.png,a window seat (red),3,0.98,probably,./stim/images/exposure_90_4.png,1,0
pessimist,You'll get one.,./stim/images/exposure_60_3.png,8,./stim/audio/angry_bare_s2.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.97,bare,./stim/images/prob_100_1.png,0,1
pessimist,You'll probably get one.,./stim/images/exposure_75_10.png,8,./stim/audio/angry_probably2_s2.mp3,./stim/text/text-2.png,./stim/images/exposure_10_10.png,an aisle seat (blue),3,1,probably,./stim/images/exposure_10_10.png,0,0
pessimist,You'll probably get one.,./stim/images/exposure_10_3.png,8,./stim/audio/angry_probably2_s2.mp3,./stim/text/text-2.png,./stim/images/exposure_75_3.png,an aisle seat (blue),3,1,probably,./stim/images/exposure_10_3.png,1,1
pessimist,You'll probably get one.,./stim/images/exposure_90_3.png,8,./stim/audio/angry_probably1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_25_3.png,a window seat (red),3,1,probably,./stim/images/exposure_90_3.png,1,1
pessimist,You might get one.,./stim/images/exposure_40_3.png,8,./stim/audio/angry_might2_s2.mp3,./stim/text/text-2.png,./stim/images/prob_100_1.png,an aisle seat (blue),3,0.97,might,./stim/images/exposure_40_3.png,1,1
pessimist,You might get one.,./stim/images/exposure_60_3.png,8,./stim/audio/angry_might1_s2.mp3,./stim/text/text-1.png,./stim/images/prob_100_1.png,a window seat (red),3,0.97,might,./stim/images/exposure_60_3.png,1,1
pessimist,You'll probably get one.,./stim/images/exposure_90_10.png,8,./stim/audio/angry_probably1_s2.mp3,./stim/text/text-1.png,./stim/images/exposure_25_10.png,a window seat (red),3,1,probably,./stim/images/exposure_90_10.png,1,0
pessimist,You might get one.,./stim/images/exposure_40_4.png,8,./stim/audio/angry_might2_s2.mp3,./stim/text/text-2.png,./stim/images/prob_100_1.png,an aisle seat (blue),3,1,might,./stim/images/exposure_40_4.png,1,0
