text,order,seat,modal,condtion,check2,mood,workerid,prob_rating,check1,image,request,audio,catch_trial
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_10.png,pessimist,2,0.64,./stim/images/exposure_90_10.png,./stim/images/exposure_90_10.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,0
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,2,0.85,./stim/images/exposure_40_3.png,./stim/images/exposure_40_3.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,1
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,2,0.6,./stim/images/exposure_60_3.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,1
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_10.png,pessimist,2,0.57,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,0
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_1.png,pessimist,2,0.91,./stim/images/exposure_25_1.png,./stim/images/exposure_90_1.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,0
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_10.png,pessimist,2,0.61,./stim/images/prob_100_1.png,./stim/images/exposure_40_10.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,0
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_3.png,pessimist,2,0.56,./stim/images/exposure_90_3.png,./stim/images/exposure_90_3.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,1
You'll probably get one.,1,an aisle seat (blue),probably,3,./stim/images/exposure_10_10.png,pessimist,2,0.84,./stim/images/exposure_75_10.png,./stim/images/exposure_10_10.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s1.mp3,0
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_3.png,pessimist,2,0.88,./stim/images/prob_100_1.png,./stim/images/exposure_60_3.png,./stim/text/text-1.png,./stim/audio/angry_might1_s1.mp3,1
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,2,0.82,./stim/images/exposure_60_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_3.png,pessimist,2,0.99,./stim/images/exposure_10_3.png,./stim/images/exposure_10_3.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s1.mp3,1
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,3,1,./stim/images/exposure_60_3.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,1
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_2.png,pessimist,3,1,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_9.png,pessimist,3,0.94,./stim/images/exposure_10_9.png,./stim/images/exposure_10_9.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s1.mp3,0
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,3,0.58,./stim/images/exposure_40_2.png,./stim/images/exposure_40_2.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,0
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_3.png,pessimist,3,0.94,./stim/images/exposure_25_3.png,./stim/images/exposure_90_3.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,1
You might get one.,0,a window seat (red),might,3,./stim/images/prob_100_1.png,pessimist,3,0.56,./stim/images/exposure_60_3.png,./stim/images/exposure_60_3.png,./stim/text/text-1.png,./stim/audio/angry_might1_s1.mp3,1
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_2.png,pessimist,3,0.89,./stim/images/exposure_25_2.png,./stim/images/exposure_90_2.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,0
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,3,0.8,./stim/images/exposure_40_3.png,./stim/images/exposure_40_3.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,1
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_9.png,pessimist,3,0.66,./stim/images/prob_100_1.png,./stim/images/exposure_40_9.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,0
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_9.png,pessimist,3,0.92,./stim/images/exposure_90_9.png,./stim/images/exposure_90_9.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,0
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_9.png,pessimist,3,1,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,0
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_9.png,pessimist,3,0.66,./stim/images/prob_100_1.png,./stim/images/exposure_60_9.png,./stim/text/text-1.png,./stim/audio/angry_might1_s1.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_3.png,pessimist,3,0.91,./stim/images/exposure_10_3.png,./stim/images/exposure_10_3.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s1.mp3,1
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_1.png,pessimist,4,0.86,./stim/images/exposure_25_1.png,./stim/images/exposure_90_1.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,0
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_3.png,pessimist,4,0.96,./stim/images/exposure_25_3.png,./stim/images/exposure_90_3.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,0
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,4,0.94,./stim/images/exposure_60_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_9.png,pessimist,4,0.83,./stim/images/exposure_10_9.png,./stim/images/exposure_10_9.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s1.mp3,1
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_3.png,pessimist,4,0.72,./stim/images/prob_100_1.png,./stim/images/exposure_40_3.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_1.png,pessimist,4,0.91,./stim/images/exposure_10_1.png,./stim/images/exposure_10_1.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s1.mp3,0
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_3.png,pessimist,4,0.98,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,0
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_9.png,pessimist,4,0.8,./stim/images/exposure_25_9.png,./stim/images/exposure_90_9.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,1
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,4,0.88,./stim/images/exposure_40_1.png,./stim/images/exposure_40_1.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,0
You might get one.,0,a window seat (red),might,3,./stim/images/prob_100_1.png,pessimist,4,0.68,./stim/images/exposure_60_1.png,./stim/images/exposure_60_1.png,./stim/text/text-1.png,./stim/audio/angry_might1_s1.mp3,0
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_9.png,pessimist,4,0.66,./stim/images/prob_100_1.png,./stim/images/exposure_60_9.png,./stim/text/text-1.png,./stim/audio/angry_might1_s1.mp3,1
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_9.png,pessimist,4,1,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,1
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,4,0.84,./stim/images/exposure_40_9.png,./stim/images/exposure_40_9.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,1
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,5,1,./stim/images/exposure_60_7.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,0
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_3.png,pessimist,5,0.91,./stim/images/exposure_90_3.png,./stim/images/exposure_90_3.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s2.mp3,1
You'll probably get one.,1,an aisle seat (blue),probably,3,./stim/images/exposure_10_4.png,pessimist,5,1,./stim/images/exposure_75_4.png,./stim/images/exposure_10_4.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s2.mp3,0
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_4.png,pessimist,5,0.94,./stim/images/exposure_90_4.png,./stim/images/exposure_90_4.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s2.mp3,0
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,5,1,./stim/images/exposure_60_4.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_3.png,pessimist,5,0.87,./stim/images/exposure_10_3.png,./stim/images/exposure_10_3.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s2.mp3,1
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,5,1,./stim/images/exposure_60_3.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,1
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_3.png,pessimist,5,0.37,./stim/images/prob_100_1.png,./stim/images/exposure_60_3.png,./stim/text/text-1.png,./stim/audio/angry_might1_s2.mp3,1
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,5,0.66,./stim/images/exposure_40_3.png,./stim/images/exposure_40_3.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,1
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_7.png,pessimist,5,0.87,./stim/images/exposure_90_7.png,./stim/images/exposure_90_7.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s2.mp3,0
You might get one.,0,a window seat (red),might,3,./stim/images/prob_100_1.png,pessimist,5,0.64,./stim/images/exposure_60_4.png,./stim/images/exposure_60_4.png,./stim/text/text-1.png,./stim/audio/angry_might1_s2.mp3,0
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,5,0.78,./stim/images/exposure_40_7.png,./stim/images/exposure_40_7.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,0
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_4.png,pessimist,5,0.69,./stim/images/prob_100_1.png,./stim/images/exposure_40_4.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_6.png,pessimist,6,0.77,./stim/images/exposure_10_6.png,./stim/images/exposure_10_6.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s2.mp3,0
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,6,0.78,./stim/images/exposure_40_9.png,./stim/images/exposure_40_9.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,1
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_9.png,pessimist,6,0.98,./stim/images/exposure_25_9.png,./stim/images/exposure_90_9.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s2.mp3,1
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_3.png,pessimist,6,0.87,./stim/images/prob_100_1.png,./stim/images/exposure_40_3.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,0
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_3.png,pessimist,6,0.81,./stim/images/exposure_25_3.png,./stim/images/exposure_90_3.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s2.mp3,0
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,6,0.92,./stim/images/exposure_60_3.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,0
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_9.png,pessimist,6,1,./stim/images/prob_100_1.png,./stim/images/exposure_60_9.png,./stim/text/text-1.png,./stim/audio/angry_might1_s2.mp3,1
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_6.png,pessimist,6,0.99,./stim/images/prob_100_1.png,./stim/images/exposure_40_6.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,0
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_6.png,pessimist,6,0.83,./stim/images/exposure_90_6.png,./stim/images/exposure_90_6.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s2.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_9.png,pessimist,6,0.76,./stim/images/exposure_10_9.png,./stim/images/exposure_10_9.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s2.mp3,1
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_9.png,pessimist,6,0.69,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,1
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_6.png,pessimist,6,0.79,./stim/images/prob_100_1.png,./stim/images/exposure_60_6.png,./stim/text/text-1.png,./stim/audio/angry_might1_s2.mp3,0
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_6.png,pessimist,6,0.82,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,0
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_4.png,pessimist,7,1,./stim/images/exposure_90_4.png,./stim/images/exposure_90_4.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,0
You might get one.,0,a window seat (red),might,3,./stim/images/prob_100_1.png,pessimist,7,0.48,./stim/images/exposure_60_3.png,./stim/images/exposure_60_3.png,./stim/text/text-1.png,./stim/audio/angry_might1_s1.mp3,1
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_3.png,pessimist,7,1,./stim/images/exposure_10_3.png,./stim/images/exposure_10_3.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s1.mp3,1
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,7,1,./stim/images/exposure_60_4.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,0
You'll probably get one.,1,an aisle seat (blue),probably,3,./stim/images/exposure_10_8.png,pessimist,7,1,./stim/images/exposure_75_8.png,./stim/images/exposure_10_8.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s1.mp3,0
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,7,1,./stim/images/exposure_60_3.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,1
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,7,0.62,./stim/images/exposure_40_8.png,./stim/images/exposure_40_8.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,0
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_8.png,pessimist,7,0.49,./stim/images/prob_100_1.png,./stim/images/exposure_60_8.png,./stim/text/text-1.png,./stim/audio/angry_might1_s1.mp3,0
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_8.png,pessimist,7,1,./stim/images/exposure_25_8.png,./stim/images/exposure_90_8.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,0
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_3.png,pessimist,7,1,./stim/images/exposure_90_3.png,./stim/images/exposure_90_3.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s1.mp3,1
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_8.png,pessimist,7,1,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s1.mp3,0
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_3.png,pessimist,7,0.66,./stim/images/prob_100_1.png,./stim/images/exposure_40_3.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,1
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,7,0.61,./stim/images/exposure_40_4.png,./stim/images/exposure_40_4.png,./stim/text/text-2.png,./stim/audio/angry_might2_s1.mp3,0
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_4.png,pessimist,8,0.99,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,1
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_4.png,pessimist,8,0.92,./stim/images/exposure_25_4.png,./stim/images/exposure_90_4.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s2.mp3,1
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_4.png,pessimist,8,0.63,./stim/images/prob_100_1.png,./stim/images/exposure_40_4.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,1
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_4.png,pessimist,8,0.58,./stim/images/prob_100_1.png,./stim/images/exposure_60_4.png,./stim/text/text-1.png,./stim/audio/angry_might1_s2.mp3,1
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_2.png,pessimist,8,0.47,./stim/images/prob_100_1.png,./stim/images/exposure_60_2.png,./stim/text/text-1.png,./stim/audio/angry_might1_s2.mp3,0
You'll probably get one.,0,a window seat (red),probably,3,./stim/images/exposure_25_3.png,pessimist,8,0.97,./stim/images/exposure_90_3.png,./stim/images/exposure_90_3.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s2.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_4.png,pessimist,8,0.96,./stim/images/exposure_10_4.png,./stim/images/exposure_10_4.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s2.mp3,1
You might get one.,0,an aisle seat (blue),might,3,./stim/images/prob_100_1.png,pessimist,8,0.44,./stim/images/exposure_40_2.png,./stim/images/exposure_40_2.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,0
You'll probably get one.,0,an aisle seat (blue),probably,3,./stim/images/exposure_75_2.png,pessimist,8,0.98,./stim/images/exposure_10_2.png,./stim/images/exposure_10_2.png,./stim/text/text-2.png,./stim/audio/angry_probably2_s2.mp3,0
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,8,1,./stim/images/exposure_60_3.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,0
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,8,1,./stim/images/exposure_60_2.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,0
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_3.png,pessimist,8,0.59,./stim/images/prob_100_1.png,./stim/images/exposure_40_3.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,0
You'll probably get one.,1,a window seat (red),probably,3,./stim/images/exposure_90_2.png,pessimist,8,0.81,./stim/images/exposure_25_2.png,./stim/images/exposure_90_2.png,./stim/text/text-1.png,./stim/audio/angry_probably1_s2.mp3,0
You might get one.,1,an aisle seat (blue),might,3,./stim/images/exposure_40_10.png,pessimist,9,1,./stim/images/prob_100_1.png,./stim/images/exposure_40_10.png,./stim/text/text-2.png,./stim/audio/angry_might2_s2.mp3,0
You'll get one.,1,a window seat (red),bare,3,./stim/images/prob_100_1.png,pessimist,9,0.99,./stim/images/exposure_60_4.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,0
You might get one.,1,a window seat (red),might,3,./stim/images/exposure_60_10.png,pessimist,9,0.98,./stim/images/prob_100_1.png,./stim/images/exposure_60_10.png,./stim/text/text-1.png,./stim/audio/angry_might1_s2.mp3,0
You'll get one.,0,a window seat (red),bare,3,./stim/images/exposure_60_10.png,pessimist,9,0.99,./stim/images/prob_100_1.png,./stim/images/prob_100_1.png,./stim/text/text-1.png,./stim/audio/angry_bare_s2.mp3,0
