catch_trial,prob_rating,workerid,condtion,audio,modal,request,order,image,mood,check2,seat,check1,text
0,0.5,4,2,./stim/audio/control_probably1_s1.mp3,probably,./stim/text/text-1.png,1,./stim/images/exposure_60_5.png,control,./stim/images/exposure_60_5.png,a window seat (red),./stim/images/prob_100_1.png,You'll probably get one.
0,0.49,4,2,./stim/audio/control_probably1_s1.mp3,probably,./stim/text/text-1.png,0,./stim/images/exposure_60_8.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_8.png,You'll probably get one.
1,0.51,4,2,./stim/audio/control_might1_s1.mp3,might,./stim/text/text-1.png,1,./stim/images/exposure_25_4.png,control,./stim/images/exposure_25_4.png,a window seat (red),./stim/images/exposure_90_4.png,You might get one.
1,1,4,2,./stim/audio/control_bare_s1.mp3,bare,./stim/text/text-1.png,0,./stim/images/prob_100_1.png,control,./stim/images/exposure_60_4.png,a window seat (red),./stim/images/prob_100_1.png,You'll get one.
1,0.48,4,2,./stim/audio/control_probably2_s1.mp3,probably,./stim/text/text-2.png,1,./stim/images/exposure_40_4.png,control,./stim/images/exposure_40_4.png,an aisle seat (blue),./stim/images/prob_100_1.png,You'll probably get one.
1,0.05,4,2,./stim/audio/control_might2_s1.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_4.png,control,./stim/images/exposure_10_4.png,an aisle seat (blue),./stim/images/exposure_75_4.png,You might get one.
0,0.38,4,2,./stim/audio/control_probably2_s1.mp3,probably,./stim/text/text-2.png,1,./stim/images/exposure_40_8.png,control,./stim/images/exposure_40_8.png,an aisle seat (blue),./stim/images/prob_100_1.png,You'll probably get one.
0,0.1,4,2,./stim/audio/control_might2_s1.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_5.png,control,./stim/images/exposure_10_5.png,an aisle seat (blue),./stim/images/exposure_75_5.png,You might get one.
0,1,4,2,./stim/audio/control_bare_s1.mp3,bare,./stim/text/text-1.png,1,./stim/images/prob_100_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_5.png,You'll get one.
0,0.05,4,2,./stim/audio/control_might1_s1.mp3,might,./stim/text/text-1.png,0,./stim/images/exposure_25_8.png,control,./stim/images/exposure_90_8.png,a window seat (red),./stim/images/exposure_25_8.png,You might get one.
0,0.92,5,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,0,./stim/images/exposure_60_6.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_6.png,You'll probably get one.
0,0.87,5,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,1,./stim/images/prob_100_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_1.png,You'll get one.
0,0.48,5,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_6.png,control,./stim/images/exposure_10_6.png,an aisle seat (blue),./stim/images/exposure_75_6.png,You might get one.
0,0.95,5,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,1,./stim/images/prob_100_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_6.png,You'll get one.
1,0.23,5,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_7.png,control,./stim/images/exposure_10_7.png,an aisle seat (blue),./stim/images/exposure_75_7.png,You might get one.
1,0.06,5,2,./stim/audio/control_might1_s2.mp3,might,./stim/text/text-1.png,0,./stim/images/exposure_25_7.png,control,./stim/images/exposure_90_7.png,a window seat (red),./stim/images/exposure_25_7.png,You might get one.
1,0.84,5,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,0,./stim/images/exposure_60_7.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_7.png,You'll probably get one.
1,0.99,5,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,0,./stim/images/prob_100_1.png,control,./stim/images/exposure_60_7.png,a window seat (red),./stim/images/prob_100_1.png,You'll get one.
0,0.13,5,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,1,./stim/images/exposure_75_1.png,control,./stim/images/exposure_75_1.png,an aisle seat (blue),./stim/images/exposure_10_1.png,You might get one.
0,0.1,5,2,./stim/audio/control_might1_s2.mp3,might,./stim/text/text-1.png,0,./stim/images/exposure_25_6.png,control,./stim/images/exposure_90_6.png,a window seat (red),./stim/images/exposure_25_6.png,You might get one.
1,0.72,5,2,./stim/audio/control_probably2_s2.mp3,probably,./stim/text/text-2.png,1,./stim/images/exposure_40_7.png,control,./stim/images/exposure_40_7.png,an aisle seat (blue),./stim/images/prob_100_1.png,You'll probably get one.
0,0.81,5,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,0,./stim/images/exposure_60_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_1.png,You'll probably get one.
0,0.22,5,2,./stim/audio/control_probably2_s2.mp3,probably,./stim/text/text-2.png,1,./stim/images/exposure_40_6.png,control,./stim/images/exposure_40_6.png,an aisle seat (blue),./stim/images/prob_100_1.png,You'll probably get one.
0,0.93,6,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,1,./stim/images/exposure_60_3.png,control,./stim/images/exposure_60_3.png,a window seat (red),./stim/images/prob_100_1.png,You'll probably get one.
1,0.96,6,2,./stim/audio/control_probably2_s2.mp3,probably,./stim/text/text-2.png,0,./stim/images/exposure_40_6.png,control,./stim/images/prob_100_1.png,an aisle seat (blue),./stim/images/exposure_40_6.png,You'll probably get one.
0,0.71,6,2,./stim/audio/control_might1_s2.mp3,might,./stim/text/text-1.png,1,./stim/images/exposure_25_3.png,control,./stim/images/exposure_25_3.png,a window seat (red),./stim/images/exposure_90_3.png,You might get one.
0,0.1,6,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,1,./stim/images/prob_100_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_1.png,You'll get one.
0,0.81,6,2,./stim/audio/control_probably2_s2.mp3,probably,./stim/text/text-2.png,1,./stim/images/exposure_40_3.png,control,./stim/images/exposure_40_3.png,an aisle seat (blue),./stim/images/prob_100_1.png,You'll probably get one.
1,0.62,6,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,1,./stim/images/exposure_60_6.png,control,./stim/images/exposure_60_6.png,a window seat (red),./stim/images/prob_100_1.png,You'll probably get one.
0,0.06,6,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,0,./stim/images/prob_100_1.png,control,./stim/images/exposure_60_3.png,a window seat (red),./stim/images/prob_100_1.png,You'll get one.
1,0.42,6,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,1,./stim/images/exposure_75_6.png,control,./stim/images/exposure_75_6.png,an aisle seat (blue),./stim/images/exposure_10_6.png,You might get one.
1,0.1,6,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,1,./stim/images/prob_100_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_6.png,You'll get one.
1,0.95,6,2,./stim/audio/control_might1_s2.mp3,might,./stim/text/text-1.png,1,./stim/images/exposure_25_6.png,control,./stim/images/exposure_25_6.png,a window seat (red),./stim/images/exposure_90_6.png,You might get one.
0,0.79,6,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_3.png,control,./stim/images/exposure_10_3.png,an aisle seat (blue),./stim/images/exposure_75_3.png,You might get one.
0,0.75,6,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,1,./stim/images/exposure_60_1.png,control,./stim/images/exposure_60_1.png,a window seat (red),./stim/images/prob_100_1.png,You'll probably get one.
0,0.79,6,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_1.png,control,./stim/images/exposure_10_1.png,an aisle seat (blue),./stim/images/exposure_75_1.png,You might get one.
0,0.91,7,2,./stim/audio/control_probably1_s1.mp3,probably,./stim/text/text-1.png,1,./stim/images/exposure_60_8.png,control,./stim/images/exposure_60_8.png,a window seat (red),./stim/images/prob_100_1.png,You'll probably get one.
1,0.85,7,2,./stim/audio/control_bare_s1.mp3,bare,./stim/text/text-1.png,1,./stim/images/prob_100_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_10.png,You'll get one.
0,0.92,7,2,./stim/audio/control_probably2_s1.mp3,probably,./stim/text/text-2.png,1,./stim/images/exposure_40_1.png,control,./stim/images/exposure_40_1.png,an aisle seat (blue),./stim/images/prob_100_1.png,You'll probably get one.
0,0.98,7,2,./stim/audio/control_bare_s1.mp3,bare,./stim/text/text-1.png,0,./stim/images/prob_100_1.png,control,./stim/images/exposure_60_1.png,a window seat (red),./stim/images/prob_100_1.png,You'll get one.
0,0.41,7,2,./stim/audio/control_might1_s1.mp3,might,./stim/text/text-1.png,1,./stim/images/exposure_25_1.png,control,./stim/images/exposure_25_1.png,a window seat (red),./stim/images/exposure_90_1.png,You might get one.
0,0.41,7,2,./stim/audio/control_might2_s1.mp3,might,./stim/text/text-2.png,1,./stim/images/exposure_75_1.png,control,./stim/images/exposure_75_1.png,an aisle seat (blue),./stim/images/exposure_10_1.png,You might get one.
0,0.13,7,2,./stim/audio/control_might2_s1.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_8.png,control,./stim/images/exposure_10_8.png,an aisle seat (blue),./stim/images/exposure_75_8.png,You might get one.
1,0.09,7,2,./stim/audio/control_might2_s1.mp3,might,./stim/text/text-2.png,1,./stim/images/exposure_75_10.png,control,./stim/images/exposure_75_10.png,an aisle seat (blue),./stim/images/exposure_10_10.png,You might get one.
1,0.06,7,2,./stim/audio/control_might1_s1.mp3,might,./stim/text/text-1.png,0,./stim/images/exposure_25_10.png,control,./stim/images/exposure_90_10.png,a window seat (red),./stim/images/exposure_25_10.png,You might get one.
1,0.45,7,2,./stim/audio/control_probably2_s1.mp3,probably,./stim/text/text-2.png,0,./stim/images/exposure_40_10.png,control,./stim/images/prob_100_1.png,an aisle seat (blue),./stim/images/exposure_40_10.png,You'll probably get one.
0,0.97,7,2,./stim/audio/control_bare_s1.mp3,bare,./stim/text/text-1.png,0,./stim/images/prob_100_1.png,control,./stim/images/exposure_60_8.png,a window seat (red),./stim/images/prob_100_1.png,You'll get one.
0,0.7,7,2,./stim/audio/control_probably1_s1.mp3,probably,./stim/text/text-1.png,1,./stim/images/exposure_60_1.png,control,./stim/images/exposure_60_1.png,a window seat (red),./stim/images/prob_100_1.png,You'll probably get one.
1,0.74,7,2,./stim/audio/control_probably1_s1.mp3,probably,./stim/text/text-1.png,1,./stim/images/exposure_60_10.png,control,./stim/images/exposure_60_10.png,a window seat (red),./stim/images/prob_100_1.png,You'll probably get one.
0,0.72,8,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_8.png,control,./stim/images/exposure_10_8.png,an aisle seat (blue),./stim/images/exposure_75_8.png,You might get one.
1,0.71,8,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,1,./stim/images/exposure_60_1.png,control,./stim/images/exposure_60_1.png,a window seat (red),./stim/images/prob_100_1.png,You'll probably get one.
0,0.67,8,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,0,./stim/images/exposure_60_4.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_4.png,You'll probably get one.
0,0.65,8,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,0,./stim/images/prob_100_1.png,control,./stim/images/exposure_60_4.png,a window seat (red),./stim/images/prob_100_1.png,You'll get one.
1,0.65,8,2,./stim/audio/control_might1_s2.mp3,might,./stim/text/text-1.png,0,./stim/images/exposure_25_1.png,control,./stim/images/exposure_90_1.png,a window seat (red),./stim/images/exposure_25_1.png,You might get one.
0,0.65,8,2,./stim/audio/control_might1_s2.mp3,might,./stim/text/text-1.png,0,./stim/images/exposure_25_4.png,control,./stim/images/exposure_90_4.png,a window seat (red),./stim/images/exposure_25_4.png,You might get one.
0,0.81,8,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,0,./stim/images/exposure_60_8.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_8.png,You'll probably get one.
0,0.6,8,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,1,./stim/images/prob_100_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_8.png,You'll get one.
1,0.61,8,2,./stim/audio/control_probably2_s2.mp3,probably,./stim/text/text-2.png,1,./stim/images/exposure_40_1.png,control,./stim/images/exposure_40_1.png,an aisle seat (blue),./stim/images/prob_100_1.png,You'll probably get one.
0,0.7,8,2,./stim/audio/control_probably2_s2.mp3,probably,./stim/text/text-2.png,0,./stim/images/exposure_40_4.png,control,./stim/images/prob_100_1.png,an aisle seat (blue),./stim/images/exposure_40_4.png,You'll probably get one.
0,0.78,8,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_4.png,control,./stim/images/exposure_10_4.png,an aisle seat (blue),./stim/images/exposure_75_4.png,You might get one.
1,0.69,8,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,1,./stim/images/prob_100_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_1.png,You'll get one.
1,0.78,8,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_1.png,control,./stim/images/exposure_10_1.png,an aisle seat (blue),./stim/images/exposure_75_1.png,You might get one.
0,0.15,9,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,1,./stim/images/exposure_75_8.png,control,./stim/images/exposure_75_8.png,an aisle seat (blue),./stim/images/exposure_10_8.png,You might get one.
0,0.54,9,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,0,./stim/images/exposure_60_8.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_8.png,You'll probably get one.
1,0.24,9,2,./stim/audio/control_might1_s2.mp3,might,./stim/text/text-1.png,1,./stim/images/exposure_25_9.png,control,./stim/images/exposure_25_9.png,a window seat (red),./stim/images/exposure_90_9.png,You might get one.
1,0.29,9,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_9.png,control,./stim/images/exposure_10_9.png,an aisle seat (blue),./stim/images/exposure_75_9.png,You might get one.
0,0.96,9,2,./stim/audio/control_bare_s2.mp3,bare,./stim/text/text-1.png,1,./stim/images/prob_100_1.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_4.png,You'll get one.
1,0.3,9,2,./stim/audio/control_probably1_s2.mp3,probably,./stim/text/text-1.png,0,./stim/images/exposure_60_9.png,control,./stim/images/prob_100_1.png,a window seat (red),./stim/images/exposure_60_9.png,You'll probably get one.
0,0.2,9,2,./stim/audio/control_might2_s2.mp3,might,./stim/text/text-2.png,0,./stim/images/exposure_75_4.png,control,./stim/images/exposure_10_4.png,an aisle seat (blue),./stim/images/exposure_75_4.png,You might get one.
0,0.24,9,2,./stim/audio/control_might1_s2.mp3,might,./stim/text/text-1.png,1,./stim/images/exposure_25_4.png,control,./stim/images/exposure_25_4.png,a window seat (red),./stim/images/exposure_90_4.png,You might get one.
